"name","version","symbolicName"
"Apache Sling JMX Resource Provider","1.0.2","org.apache.sling.jmx.provider"
"Apache Sling Launchpad Installer","1.2.2","org.apache.sling.launchpad.installer"
"Apache Sling Log Tracer","1.0.8","org.apache.sling.tracer"
"Apache Sling Log WebConsole","1.0.0","org.apache.sling.commons.log.webconsole"
"Apache Sling Models API","1.5.4","org.apache.sling.models.api"
"Apache Sling Models Implementation","1.6.5.B0001","org.apache.sling.models.impl"
"Apache Sling Models Jackson Exporter","1.1.6","org.apache.sling.models.jacksonexporter"
"Apache Sling Oak-Based Discovery Service","1.2.44","org.apache.sling.discovery.oak"
"Apache Sling OSGi LogService Implementation","1.1.0","org.apache.sling.commons.logservice"
"Apache Sling Provisioning Model","1.8.6","org.apache.sling.provisioning.model"
"Apache Sling Repoinit JCR","1.1.54","org.apache.sling.jcr.repoinit"
"Apache Sling Repoinit Parser","1.9.2","org.apache.sling.repoinit.parser"
"Apache Sling Repository API Bundle","2.4.0","org.apache.sling.jcr.api"
"Apache Sling Resource Access Security","1.1.2","org.apache.sling.resourceaccesssecurity"
"Apache Sling Resource Collection API","1.0.4","org.apache.sling.resourcecollection"
"Apache Sling Resource Merger","1.4.4","org.apache.sling.resourcemerger"
"Apache Sling Resource Resolver","1.12.8","org.apache.sling.resourceresolver"
"Apache Sling Rewriter","1.4.4","org.apache.sling.rewriter"
"Apache Sling Scripting Core","2.4.10","org.apache.sling.scripting.core"
"Apache Sling Scripting EL API Wrapper","1.0.4","org.apache.sling.scripting.el-api"
"Apache Sling Scripting HTL Compiler","1.2.14.140","org.apache.sling.scripting.sightly.compiler"
"Apache Sling Scripting HTL Engine","1.4.28.140","org.apache.sling.scripting.sightly"
"Apache Sling Scripting HTL Java Compiler","1.2.2.140","org.apache.sling.scripting.sightly.compiler.java"
"Apache Sling Scripting HTL JS Use Provider","1.2.14","org.apache.sling.scripting.sightly.js.provider"
"Apache Sling Scripting HTL Runtime","1.2.6.140","org.apache.sling.scripting.sightly.runtime"
"Apache Sling Scripting Implementation API","2.2.0","org.apache.sling.scripting.api"
"Apache Sling Scripting Java","2.1.6","org.apache.sling.scripting.java"
"Apache Sling Scripting JavaScript","3.1.4","org.apache.sling.scripting.javascript"
"Apache Sling Scripting JSP","2.6.3.T20241002134325-6c9166f","org.apache.sling.scripting.jsp"
"Apache Sling Scripting JSP API Wrapper","1.0.2","org.apache.sling.scripting.jsp-api"
"Apache Sling Scripting JSP Tag Library","2.4.0","org.apache.sling.scripting.jsp.taglib"
"Apache Sling Scripting SPI","1.0.4","org.apache.sling.scripting.spi"
"Apache Sling Security","1.2.0","org.apache.sling.security"
"Apache Sling Service User Mapper","1.5.8","org.apache.sling.serviceusermapper"
"Apache Sling Servlets POST","2.6.0","org.apache.sling.servlets.post"
"Apache Sling Servlets Resolver","2.11.8","org.apache.sling.servlets.resolver"
"Apache Sling Settings","1.4.2","org.apache.sling.settings"
"Apache Sling Simple WebDAV Access to repositories","2.3.8","org.apache.sling.jcr.webdav"
"Apache Sling Sitemap","1.0.6","org.apache.sling.sitemap"
"Apache Sling Startup Filter","0.0.1.Rev1764485","org.apache.sling.startupfilter"
"Apache Sling Startup Filter Disabler","0.0.1.Rev1758544","org.apache.sling.startupfilter.disabler"
"Apache Sling Tenant","1.1.6","org.apache.sling.tenant"
"Apache Sling Web Console Security Provider","1.2.8","org.apache.sling.extensions.webconsolesecurityprovider"
"Apache Sling Wrapper Bundle for the JCR API","2.0.0","org.apache.sling.jcr.jcr-wrapper"
"Apache Sling XSS Protection API","2.4.6","org.apache.sling.xss"
"Apache Tika core","1.28.5","org.apache.tika.core"
"Apache Tika parsers","1.28.5","org.apache.tika.parsers"
"CDN Integration Bundle","2.2.0","com.adobe.cq.cdn.cdn-rewriter"
"Commons Lang","2.6","com.day.commons.osgi.wrapper.commons-lang2"
"Commons Math","2.2","org.apache.commons.math"
"ContentFragmentManagement - API","1.3.28","com.adobe.dam.cq-dam-cfm-api"
"ContentFragmentManagement - Extensions","0.0.8","com.adobe.dam.cq-dam-cfm-extensions"
"ContentFragmentManagement - HTTP API","1.0.18","com.adobe.dam.cq-dam-cfm-haf"
"ContentFragmentManagement - Implementation","0.11.160","com.adobe.dam.cq-dam-cfm-impl"
"CQ Health Check Services","1.4.3.V660-B0002","com.adobe.cq.cq-healthcheck"
"CQ Pre-upgrade Backup","6.4.4","com.adobe.cq.cq-pre-upgrade-backup"
"CQ Pre-upgrade Cleanup","6.3.12","com.adobe.cq.cq-pre-upgrade-cleanup"
"CQ ProductInfo Provider","6.5.62","com.adobe.cq.cq-product-info-provider"
"CQ Projects - API Bundle","0.5.2.V660-B0001","com.adobe.cq.com.adobe.cq.projects.api"
"CQ Projects - Core Bundle","0.5.30.V660-B0002","com.adobe.cq.com.adobe.cq.projects.core"
"CQ Projects - UI Bundle","0.5.0.V660-B0001","com.adobe.cq.com.adobe.cq.projects.ui"
"DAM Similarity Search Bundle","5.12.32","com.day.cq.dam.cq-dam-similaritysearch"
"Day Commons Library - Diff (Diff utilities)","1.1.6","day-commons-diff"
"Day Commons Library - Durbo Content Packaging","2.1.8","day-commons-durbo"
"Day Commons Library - Graphics Support Library (gfx)","2.1.52","day-commons-gfx"
"Day Commons Library - HTTP Client 3.1 Bundling","3.1.0.30","com.day.commons.osgi.wrapper.commons-httpclient"
"Day Commons Library - jrawio bundling","1.5.0.006","day-commons-jrawio"
"Day Commons Library - Miscellaneous Functions","1.1.4","day-commons-misc"
"Day Commons Library - Simple JNDI","0.11.14.1_0010","com.day.commons.osgi.wrapper.simple-jndi"
"Day Commons Library - Text Support","1.1.14","com.day.commons.day-commons-text"
"Day Communique 5 Adobe Campaign Integration","1.3.36","com.day.cq.mcm.cq-mcm-campaign"
"Day Communique 5 Audit Bundle","6.4.4","com.day.cq.cq-audit"
"Day Communique 5 Charting","5.10.2","com.day.cq.cq-chart"
"Day Communique 5 Code Upgrade service","1.7.126","com.day.cq.cq-compat-codeupgrade"
"Day Communique 5 Commons Library","5.12.35.V660-B0001","com.day.cq.cq-commons"
"Day Communique 5 Compatiblity: Apache Sling Commons Auth Interim API","0.7.2","com.day.cq.cq-compat-commons-auth"
"Day Communique 5 Compatiblity: Apache Sling Runmode","1.0.2","com.day.cq.cq-compat-runmode"
"Day Communique 5 Content Sync","5.14.12","com.day.cq.cq-content-sync"
"Day Communique 5 DAM Adobe extension","5.12.10","com.day.cq.dam.adobe-xmp"
"Day Communique 5 DAM API","6.0.38","com.day.cq.dam.cq-dam-api"
"Day Communique 5 DAM Asset Handler Implementation","5.12.22","com.day.cq.dam.cq-dam-handler"
"Day Communique 5 DAM Commons","5.12.200","com.day.cq.dam.cq-dam-commons"
"Day Communique 5 DAM Core Implementation","5.12.418","com.day.cq.dam.cq-dam-core"
"Day Communique 5 DAM InDesign Integration","5.12.28","com.day.cq.dam.cq-dam-indesign"
"Day Communique 5 DAM Scene7 API Wrapper Bundle","1.3.16","com.day.cq.dam.cq-scene7-wsdl"
"Day Communique 5 DAM Scene7 Integration","5.12.80","com.day.cq.dam.cq-scene7-api"
"Day Communique 5 DAM Scene7 Integration","5.12.284","com.day.cq.dam.cq-scene7-core"
"Day Communique 5 DAM Video Extensions","5.12.18","com.day.cq.dam.cq-dam-video"
"Day Communique 5 DAM Word Integration","5.12.12","com.day.cq.dam.cq-dam-word"
"Day Communique 5 Ext Widgets","5.12.6","com.day.cq.cq-widgets-ext"
"Day Communique 5 JCR Connector Integration","5.10.2","com.day.cq.cq-connector"
"Day Communique 5 License Branding","6.5.8","com.day.cq.cq-licensebranding"
"Day Communique 5 Mailer","5.14.3.V660-B0006","com.day.cq.cq-mailer"
"Day Communique 5 MCM Core Implementation","5.12.10","com.day.cq.mcm.cq-mcm-core"
"Day Communique 5 MCM External Email Provider Interface","1.5.2","com.day.cq.mcm.cq-mcm-emailprovider"
"Day Communique 5 MCM Landing Page Implementation","1.5.2","com.day.cq.mcm.cq-mcm-landingpage"
"Day Communique 5 Media Articles Implementation","5.10.2","com.adobe.cq.media.cq-media-articles"
"Day Communique 5 Notification API","5.11.6","com.day.cq.cq-notifcation-api"
"Day Communique 5 Notification Implementation","5.11.10","com.day.cq.cq-notifcation-impl"
"Day Communique 5 Polling Importer","5.12.8","com.day.cq.cq-polling-importer"
"Day Communique 5 Replication - Auditing","5.12.8","com.day.cq.cq-replication-audit"
"Day Communique 5 Reporting","5.11.18","com.day.cq.cq-reporting"
"Day Communique 5 Retriever","5.12.2","com.day.cq.cq-retriever"
"Day Communique 5 Rewriter","5.12.29.V660-B0002","com.day.cq.cq-rewriter"
"Day Communique 5 Security","5.12.22","com.day.cq.cq-security"
"Day Communique 5 Security API","5.12.2","com.day.cq.cq-security-api"
"Day Communique 5 Spellchecker","5.12.2","com.day.cq.cq-spellchecker"
"Day Communique 5 Statistics","5.12.2","com.day.cq.cq-statistics"
"Day Communique 5 Tagging","5.12.8.V660-B0002","com.day.cq.cq-tagging"
"Day Communique 5 WCM API","5.14.20","com.day.cq.wcm.cq-wcm-api"
"Day Communique 5 WCM Commons","5.11.8","com.day.cq.wcm.cq-wcm-commons"
"Day Communique 5 WCM Content Sync Extensions","5.12.12","com.day.cq.wcm.cq-wcm-content-sync"
"Day Communique 5 WCM Core Implementation","5.12.292","com.day.cq.wcm.cq-wcm-core"
"Day Communique 5 WCM Design Importer","1.6.14","com.day.cq.wcm.cq-wcm-designimporter"
"Day Communique 5 WCM Emulator","5.11.4","com.day.cq.wcm.cq-wcm-emulator"
"Day Communique 5 WCM Mobile API","5.11.8","com.day.cq.wcm.cq-wcm-mobile-api"
"Day Communique 5 WCM Mobile Core","5.11.18","com.day.cq.wcm.cq-wcm-mobile-core"
"Day Communique 5 WCM Multi Site Management API","5.11.16","com.day.cq.wcm.cq-msm-api"
"Day Communique 5 WCM Multi Site Management Commons","1.4.2","com.day.cq.wcm.cq-msm-commons"
"Day Communique 5 WCM Multi Site Management Core","5.12.126","com.day.cq.wcm.cq-msm-core"
"Day Communique 5 WCM Multi Site Management Move Handle API","0.0.10","com.day.cq.wcm.cq-msm-move-api"
"Day Communique 5 WCM NodeNameIndexer Implementation","5.11.4","com.day.cq.wcm.cq-wcm-nodenameindexerimpl"
"Day Communique 5 WCM Notification Bundle","5.11.16","com.day.cq.wcm.cq-wcm-notification"
"Day Communique 5 WCM Offline Editor","5.11.4","com.day.cq.wcm.cq-wcm-offline"
"Day Communique 5 WCM Site Importer","5.11.6","com.day.cq.wcm.cq-wcm-siteimporter"
"Day Communique 5 WCM Tag Lib","5.13.10","com.day.cq.wcm.cq-wcm-taglib"
"Day Communique 5 WCM Undo","5.11.4","com.day.cq.wcm.cq-wcm-undo"
"Day Communique 5 WCM Webservice Support","5.12.16","com.day.cq.wcm.cq-wcm-webservice-support"
"Day Communique 5 WCM Workflow","5.11.30","com.day.cq.wcm.cq-wcm-workflow"
"Day Communique 5 WCM Workflow API","5.11.2","com.day.cq.wcm.cq-wcm-workflow-api"
"Day Communique 5 Workflow API","6.3.2.V660-B0001","com.day.cq.workflow.cq-workflow-api"
"Day Communique 5 Workflow Console","6.3.0.V660-B0001","com.day.cq.workflow.cq-workflow-console"
"Day Communique 5 Workflow Implementation","6.3.8.V660-B0001","com.day.cq.workflow.cq-workflow-impl"
"Day Communique 6 DAM Asset Sourcing Implementation","1.0.46","com.day.cq.dam.cq-dam-asset-sourcing"
"Day Communique 6.0 DAM Asset Usage Implementation","0.3.2","com.day.cq.dam.cq-dam-asset-usage"
"Day Communique WCM Resource Details","0.4.14","com.day.cq.wcm.cq-wcm-resource-details"
"Day CRX API","2.6.6","com.day.crx.crx-api"
"Ehcache 3","3.8.1","org.ehcache"
"Expression Editor Utils Bundle","5.1.34","com.adobe.aemfd.expeditor.aemfd-expeditor-utils-bundle"
"Extended StAX API","1.7.6","org.jvnet.staxex.stax-ex"
"Forms Foundation Base Bundle","4.1.2","com.adobe.forms.foundation-forms-foundation-base"
"Forms Foundation Cloud Configurations Bundle","4.1.2","com.adobe.forms.foundation-forms-foundation-cloud-config"
"Forms Foundation Layer Bundle","4.1.2","forms-foundation-bundle"
"Granite Info Collector","1.0.22","com.adobe.granite.infocollector"
"Granite Logging - Analysis","1.0.26","com.adobe.granite.logging"
"Granite Maintenance OAK","1.0.58","com.adobe.granite.maintenance.oak"
"Granite OAuth JWT","0.1.0","com.adobe.granite.oauth.jwt"
"Granite Queries","1.0.77.V660-B0001","com.adobe.granite.queries"
"Granite Requests Logging","1.0.22","com.adobe.granite.requests.logging"
"Granite Translation - Microsoft Connector Core Bundle","1.3.30","com.adobe.granite.translation.connector.msft.core"
"Granite Translation - Translation API","1.2.5.V660-B0002","com.adobe.granite.translation.api"
"Granite Translation - Translation Core","1.1.60.V660-B0002","com.adobe.granite.translation.core"
"Granite Webconsole Plugins","1.0.12","com.adobe.granite.webconsole.plugins"
"GraphiQL :: Core","0.0.25.V660-B0008","graphiql.core"
"GraphQL - API","0.0.1.V660-B0008","com.adobe.aem.graphql.api"
"GraphQL - Impl","0.0.1.V660-B0012","com.adobe.aem.graphql.impl"
"Gson","2.8.9","com.adobe.cq.gson"
"H2 MVStore","2.1.214","com.h2database.mvstore"
"I18N Libraries","1.1.3","org.apache.abdera.i18n"
"Jackrabbit API","1.78.1.B002","org.apache.jackrabbit.oak-jackrabbit-api"
"Jackrabbit Data","2.22.1","org.apache.jackrabbit.jackrabbit-data"
"Jackrabbit Guava Wrapper","1.78.1.B002","org.apache.jackrabbit.guava"
"Jackrabbit JCR Commons","2.22.1","org.apache.jackrabbit.jackrabbit-jcr-commons"
"Jackrabbit SPI","2.22.1","org.apache.jackrabbit.jackrabbit-spi"
"Jackrabbit SPI Commons","2.22.1","org.apache.jackrabbit.jackrabbit-spi-commons"
"Jackrabbit WebDAV Library","2.22.1","org.apache.jackrabbit.jackrabbit-webdav"
"Jackson datatype: JSR310","2.17.2","com.fasterxml.jackson.datatype.jackson-datatype-jsr310"
"Jackson-annotations","2.17.2","com.fasterxml.jackson.core.jackson-annotations"
"Jackson-core","2.17.2","com.fasterxml.jackson.core.jackson-core"
"jackson-databind","2.17.2","com.fasterxml.jackson.core.jackson-databind"
"Jackson-dataformat-XML","2.17.2","com.fasterxml.jackson.dataformat.jackson-dataformat-xml"
"Jackson-module-parameter-names","2.17.2","com.fasterxml.jackson.module.jackson-module-parameter-names"
"Java Encoder","1.2.3","org.owasp.encoder"
"JavaMail API","1.6.2","com.sun.mail.javax.mail"
"jcl-over-slf4j","1.7.36","jcl.over.slf4j"
"Joda-Time","2.9.1","com.adobe.granite.joda-time"
"JSON Schema Parser Bundle","4.1.2","com.adobe.cq.json-schema-parser"
"json-io","4.14.1","com.cedarsoftware.json-io"
"JSON-P Default Provider","2.0.1","org.glassfish.jakarta.json"
"JSPEL Expression Resolver Bundle","5.1.34","com.adobe.cq.exp-jspel-resolver"
"log4j-over-slf4j","1.7.36","log4j.over.slf4j"
"MarkdownJ Wrapper bundle","0.3.0.2_0_2b4-002","com.adobe.granite.osgi.wrapper.markdownj"
"Metrics Core","3.2.4","com.adobe.granite.dropwizard.metrics"
"Mobile Forms Common Bundle","8.1.8","com.adobe.forms.common.adobe-xfaforms-common"
"Mobile QR Code Generator","5.11.4","com.day.cq.wcm.cq-wcm-mobile-qrcode"
"mongo-java-driver","3.12.7","org.mongodb.mongo-java-driver"
"Multi Channel Core","2.1.2","com.adobe.aemfd.ccm.multichannel-ccm-multi-channel-core"
"MySpell","2.0.4","com.adobe.cq.myspell"
"Oak API","1.78.1.B002","org.apache.jackrabbit.oak-api"
"Oak Azure Cloud Blob Store","1.78.1.B002","org.apache.jackrabbit.oak-blob-cloud-azure"
"Oak Blob Plugins","1.78.1.B002","org.apache.jackrabbit.oak-blob-plugins"
"Oak Blob Store","1.78.1.B002","org.apache.jackrabbit.oak-blob"
"Oak Commons","1.78.1.B002","org.apache.jackrabbit.oak-commons"
"Oak Composite Store","1.78.1.B002","org.apache.jackrabbit.oak-store-composite"
"Oak content repository","1.6.28.V660-B0024","com.adobe.granite.repository"
"Oak Core","1.78.1.B002","org.apache.jackrabbit.oak-core"
"Oak Core SPI","1.78.1.B002","org.apache.jackrabbit.oak-core-spi"
"Oak CUG Authorization","1.78.1.B002","org.apache.jackrabbit.oak-authorization-cug"
"Oak DocumentNodeStore","1.78.1.B002","org.apache.jackrabbit.oak-store-document"
"Oak External Authentication Support","1.78.1.B002","org.apache.jackrabbit.oak-auth-external"
"Oak JCR Binding","1.78.1.B002","org.apache.jackrabbit.oak-jcr"
"Oak LDAP Authentication Support","1.78.1.B002","org.apache.jackrabbit.oak-auth-ldap"
"Oak Lucene","1.78.1.B002","org.apache.jackrabbit.oak-lucene"
"Oak NodeStore and Commit SPI","1.78.1.B002","org.apache.jackrabbit.oak-store-spi"
"Oak Principal-Based Authorization","1.78.1.B002","org.apache.jackrabbit.oak-authorization-principalbased"
"Oak Query SPI","1.78.1.B002","org.apache.jackrabbit.oak-query-spi"
"Oak Security SPI","1.78.1.B002","org.apache.jackrabbit.oak-security-spi"
"Oak Security SPI compatibility bundle.","1.2.0","com.day.cq.oak-compat-security-spi"
"Oak Segment Azure","1.78.1.B002","org.apache.jackrabbit.oak-segment-azure"
"Oak Segment Remote","1.78.1.B002","org.apache.jackrabbit.oak-segment-remote"
"Oak Segment Tar","1.78.1.B002","org.apache.jackrabbit.oak-segment-tar"
"org.apache.oltu.commons.json","1.0.0","org.apache.oltu.commons.json"
"org.apache.oltu.oauth2.authzserver","1.0.0","org.apache.oltu.oauth2.authzserver"
"org.apache.oltu.oauth2.client","1.0.0","org.apache.oltu.oauth2.client"
"org.apache.oltu.oauth2.resourceserver","1.0.0","org.apache.oltu.oauth2.resourceserver"
"org.osgi:org.osgi.service.component","1.5.0.202109301733","org.osgi.service.component"
"org.osgi:org.osgi.util.converter","1.0.9.202202082230","org.osgi.util.converter"
"org.osgi:org.osgi.util.function","1.2.0.202109301733","org.osgi.util.function"
"org.osgi:org.osgi.util.promise","1.2.0.202109301733","org.osgi.util.promise"
"OSGi bundle wrapper for the Apache POI library","2.1.2","com.adobe.granite.poi"
"OSGi bundle wrapper for the Scribe library","1.3.8","com.adobe.granite.scribe"
"OSGi bundle wrapper for the Tagsoup library","1.2.1","com.adobe.granite.tagsoup"
"RELAX NG Object Model / Parser","20120531.0.0","com.adobe.granite.rngom"
"Remote Content Renderer","2.0.6","com.day.cq.remote.content.renderer"
"slf4j-api","1.7.36","slf4j.api"
"SmartContent - Core Implementation","0.2.12","com.adobe.cq.smartcontent-core"
"Stax2 API","4.2.1","stax2-api"
"WCM Projects - Core Bundle","0.5.0.V660-B0001","com.adobe.cq.com.adobe.cq.projects.wcm.core"
"Web Services Metadata 2.0","1.1.3","org.apache.geronimo.specs.geronimo-ws-metadata_2.0_spec"
"Woodstox","6.4.0","com.fasterxml.woodstox.woodstox-core"
"xtg","3.0","xtg"
